Area,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Aruba,,,,,,,,,0.966,1.2,106,219.8,481.7,488.8,446.4,591,646.5,498.6,710.9,1498.1,1104.1,802.5,1011.4,1862,3026,2922.4,3070,3259.6,1309.3,20.5,3261.601728,826.772869,41.861658,60.303512,54.827648,16.365933,35.152964,31.060354
"Bahamas, The",1306.3,1085.8,1745.7,1218.2,652.2,463.1,450.3,426.2,478.362,526.1,488.2,607.1,375.2,219.8,170.5,178.3,179.5,153.8,200.3,278.4,328.3,477.8,500,667.4,726.3,475.4,523.2,626.5,844.9,815.3,764.809491,563.095391,598.974355,531.906293,452.758332,298.160249,522.544643,373.966638
Barbados,82.4,109.2,205.4,256.5,205.5,110.2,60.9,52.1,46.942,32.5,32.3,31.7,35.1,35.7,52,42.5,43.3,36.6,59.9,40.9,40.9,35.7,45.4,38.2,33.4,35.2,39.9,42.2,33.9,44.5,46.467359,54.13358,55.394266,51.069491,67.981284,49.735435,48.749458,55.200202
Belize,45.3,38.4,29.1,47.7,49.4,53.7,44.6,53.6,44.783,49,48.3,61.9,57.4,54.1,55.8,72.7,82.3,70.4,90.9,93.2,102.7,83.7,106.2,113.3,104.1,156,113.4,163.4,108.1,130.1,190.538867,161.8321,127.133488,96.846952,75.240047,55.495484,276.829644,226.498291
Bermuda,18.4,12.4,11.2,12.2,6.9,5.9,6.2,6.9,10.777,12.8,9.1,24.6,14.8,9.4,10.6,11.9,30,11.8,25.8,39.6,66.8,23.4,15.6,25.2,88.1,16.6,24.3,140.4,13.6,23.1,59.942887,83.778187,60.841182,36.615711,108.534529,24.441948,33.409593,18.128828
Bolivia,183.5,113.4,172.2,159.6,101.4,126.7,113.3,121.4,124.04,209.9,216.8,166.4,196.4,268.3,249.4,283.9,231.8,233.7,237.9,189.1,173.2,166.7,191.7,273.2,307.6,377.6,376.9,526.1,522.5,692.2,901.535776,1682.336183,1251.602202,1934.759513,1006.552648,974.494462,565.746364,485.039621
Brazil,4851.6,4643.2,5381.2,8272.8,8146.7,7339.9,8432.6,9960.3,9001.185,8585.7,7232.2,8144.5,8021.4,9307.3,9428.2,9296.7,10149.4,10642.3,11831.5,14393.1,15258.7,16721.9,18964.8,22733.7,26220.6,28031.2,27193.3,32072.9,21017.7,24968.6,31736.52199,32123.37869,27630.99558,30536.55155,27405.26165,26175.6633,29427.31722,31161.37305
Chile,661.3,729.1,1052.9,870.7,857.5,934.9,1104.7,1329.1,1503.365,1570.7,1524.9,1626.7,1701.7,2072.5,2196.9,2580.5,2627.1,2811.3,3250.3,3601.8,4083.1,4350.2,4323.1,5421.5,7446.4,10291,9783.7,8981.2,6620.3,7670.9,9076.034955,9366.566426,10384.68785,9475.551561,8879.798199,8799.448258,10551.58252,11366.43351
Colombia,900.3,882.9,1057.9,1253,1456.2,2039.1,2414.4,2353.1,2760.474,3409.3,2968.5,3064.1,3270.3,3406.5,3991.9,4525.1,5033.8,4939.7,6459.1,7219.4,6067.5,5935.8,6789.9,7766.3,9424.3,9826.4,10034,13832.3,11875.3,16217.9,23114.21176,24621.66767,21626.22665,18299.72268,14056.88609,13795.80198,13556.0479,13788.95628
Costa Rica,426.4,420.5,452.8,543.6,570.1,720.4,750,860.7,1057.298,1105,1262.7,1541.6,1672.6,1775.8,1997.8,2121,2489.1,2927.1,4085.2,3717,3091.4,3339.3,3581.8,3504,3601.8,4083.8,4208.6,4189.3,5803.3,8944.2,10115.3048,12046.09777,11914.15967,9499.940467,4468.694994,4332.673796,4562.499363,4878.695058
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.695431,89.053559,105.100245
Dominica,,,,,,,,9,8.171,8.3,6.2,4.9,5.9,7.4,7.1,8.5,9.6,6.6,22.7,7.5,5.7,5.1,5.8,3.5,3.8,3.4,1.8,2.6,2.9,1.6,1.873524,1.744607,2.597685,1.539593,1.653548,2.689271,1.269524,1.356291
Dominican Republic,976.7,668.8,855.3,1067.5,1030.9,1138.6,1216.8,1472.3,1718.911,1826.5,2095.1,2452.4,2757.5,3187.8,3511.3,3677,4444.7,4551.1,4392.7,4474.4,4286.4,4271.1,4557.8,4637.8,4721.4,4649.2,4327.9,4087.2,3420.7,3782.7,4198.735888,4370.378862,4261.017144,4519.682426,4660.040417,4684.060708,4747.126949,5309.162911
Ecuador,1103.3,1226.9,1519.6,1803.8,1975.4,1603,1390.3,1366.8,1641.162,1546.8,1513.4,1482.4,1562.9,1936.9,2158,2121.4,2280.2,1989.3,2014,2447.2,2315.7,2390.9,3030.2,4690.9,6214.7,7572,6539.7,9532.7,5610.3,7834.2,9622.290751,9484.411908,11491.15769,10856.35928,7438.654645,6061.360447,6378.279962,6733.526243
El Salvador,270.1,333.1,361.7,406.2,413.2,401.2,300.1,298.5,258.407,255,322.4,409.2,512.8,634.6,842.9,1111.3,1385.4,1479.1,1639.7,1952.5,1934.5,2038.4,2076.6,2112.2,2052.5,1919,2118.4,2308.7,1881.1,2282,2484.612208,2587.56348,2437.350911,2395.724499,2540.24569,2496.919485,2470.974217,2508.950254
Falkland Islands,,,,,0.3,3.7,0.1,0.1,0.073,1.5,0.5,0.1,,0.3,0.5,0.5,0.5,0.1,2.3,1.8,7.2,6.2,5.3,6.7,9.4,12.5,4.8,7.3,8.6,5.5,6.895485,11.210967,13.623943,19.663917,14.267673,19.778592,11.728814,13.051579
Greenland,15.6,17,16.4,12.9,3,0.7,0.6,0.9,1.901,1.4,3.8,12,13.7,10,7.6,6.6,8.4,7.5,12.8,17.4,30.3,23.5,14.4,15.3,17.9,11.7,10.3,6.2,7.8,8.3,7.486174,6.753866,9.44017,5.465478,3.792419,5.901396,13.081465,16.305524
Grenada,,,,,,,,7.7,8.08,7.9,8.5,8,8.7,8.1,6,4,7.1,12.7,20.2,27,25,7.3,8.1,5.4,6,4.8,8.9,7.8,6.1,8.3,6.725081,8.389248,9.477049,9.706183,9.083139,12.494034,12.107771,14.777625
Guatemala,384,364.6,404,479,447.7,646.8,541.9,479.5,664.248,873.4,984.6,1182.3,1301.1,1386.2,1632.4,1785.5,2105,2212.3,2422.1,2743.8,2746.7,2976.1,3151.1,3360.2,3342.3,3326.3,3269.3,3722.1,3379.1,3440.6,4713.979911,4491.426314,4171.493471,4216.725891,4120.007161,3948.465836,4016.383952,4208.719663
Guyana,119,103,75.4,87.6,53.8,70.6,66.3,57.2,65.67,52.1,100.3,123,109.4,118.6,128.9,129.4,130.5,154.9,146,160.1,160.6,133.8,136,138.1,133.1,140.7,146.5,170.1,179,311.7,424.540486,522.97355,466.372129,501.313546,431.081181,432.830331,313.442708,253.566153
Haiti,286.9,325.6,351.7,394.5,405.9,390.6,410.1,398.7,390.396,356.4,297.1,110.7,161.8,62.2,137.9,151.3,197.1,281.4,306.4,308.6,272,263.8,341.4,380.7,458.5,508.5,500.2,464.3,566,565.1,742.179942,774.736792,847.053529,908.114857,950.279763,898.702618,922.226692,991.412335
Honduras,493.1,425.6,435,450,432.5,487.4,564.8,513.7,534.383,561.3,617.3,851,984.9,1175.1,1541.6,1899.8,2438.8,2662.1,2791.9,3173.7,3248.8,3396.3,3453.9,3804.4,3919.8,3893.1,4101.3,4233.6,3489.7,4102.6,4500.958709,4647.809134,4542.907996,4643.27414,4758.615597,4618.448332,4581.114567,4703.221753
Jamaica,399.1,323.2,307.2,415,292.4,322.4,422.5,471.5,567.934,610.7,618.1,644.4,766.4,789.8,894.7,889.8,779.7,798.3,728.4,669.2,496.2,421.3,523.9,342.9,410.9,561.5,788.8,783.8,501,372.3,566.089945,507.205331,414.467259,285.153217,303.749788,305.199533,337.629669,378.943858
Mexico,14013.2,15770.3,17018.7,18266.9,19391.8,17558.3,20519.9,23533.7,27589.868,30796.8,31865.5,35886.1,40744.9,50355.8,62756.3,74111.1,87167.2,96077.8,109499,135080.4,132777.9,136143.7,139701.7,157821.1,172484.8,200515.5,212889.2,218086.1,178334.9,231924.4,262873.596,277593.6395,280555.1674,294074.0534,294741.1074,294151.0397,314045.195,346527.7386
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145906,0.63717,1.351784
Netherlands Antilles,2715.4,2185.7,2367.3,2111.9,836,500.9,556.6,444.7,410.602,452.6,706.5,686.4,424.6,455.5,310.3,696,611.1,327.2,388.8,700.1,518,381.6,646.2,464.8,970.5,1163.8,810.1,830.3,486.8,1049.8,1447.776562,905.163487,461.558248,418.741988,386.938923,261.46296,,
Nicaragua,152.1,98.2,108.5,68.8,49.6,0.9,1.4,1.2,0.032,15.4,65.5,72.3,136,178.9,251.7,367.8,459.4,471.4,497.3,597.3,631.4,706.9,801.1,1030.1,1226.6,1580.3,1663.1,1768.6,1672.6,2093.6,2603.134501,2748.02328,2806.158416,3103.611765,3186.057075,3303.631504,3262.987538,3586.982152
Panama,328.9,289.4,378.3,364.8,466.9,412,402.2,295.9,293.968,250.6,289.7,272.6,305.8,354.3,335.2,388.1,405.8,330.2,396.1,345.7,311.9,320.6,318.7,335.6,349.2,404.8,391.2,401.9,322,400.6,389.380075,540.342228,448.745053,430.869995,408.115931,407.744631,442.431865,462.099779
Paraguay,52.2,41.2,34.3,44,25.4,31.3,23.8,40.3,49.568,55.9,46.9,38.1,53.9,84.6,60,46.5,44.7,36.2,51.3,44.1,36.5,48.3,60.4,68.7,61.5,68.3,79.8,92.8,63.9,69,109.957418,196.931657,276.967267,196.45287,162.19166,156.775465,125.12735,131.137916
Peru,1276.8,1150.1,1203.8,1401.5,1152,858.1,814.6,700.7,873.467,852.1,822.6,780.8,800.1,893.2,1092.2,1337.1,1863.8,2072.6,2064.1,2112.9,1969.9,2076.7,2572.4,3911.8,5395.4,6155.1,5488.7,6138.1,4412.2,5357.1,6605.022259,6418.281945,8126.732397,6076.664167,5068.703408,6249.007377,7283.154197,7883.389159
Sint Maarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.55408,95.862902
St. Kitts and Nevis,,,,,,,,21.9,22.665,16,17.7,23.8,24.9,22.4,23.6,24.6,31.7,35.2,38.7,39.1,44.1,50.9,47.6,44.2,55.8,57.1,61,61.4,56.6,55.4,59.54033,60.400198,58.334817,61.265213,61.751102,52.435354,47.761917,51.900123
St. Lucia,,,,,,,,27,24.981,26.7,23.1,29.9,33.1,27.8,36.3,23.2,35.3,23,28.4,23.6,30.6,20.2,13.7,14.9,33.6,32.2,35.8,27.4,19.1,18.8,17.981919,15.187839,16.535511,18.261983,28.672158,14.025055,35.173898,26.103015
St. Vincent & Grens.,,,,,,,,16.3,11.253,8.9,7.8,4.8,4.9,5.5,8.3,6.9,4.5,4.8,7.7,9.3,22.7,16.7,4.1,4.1,15.7,2,1.2,0.8,1.2,2,1.939029,2.330278,2.888473,1.37855,1.753282,3.080088,4.904984,5.305333
Suriname,199.3,67.7,68.5,111.8,64.3,43.9,56.8,91.8,76.78,53,55.7,49.6,61.3,46.1,104.7,101.6,96.6,113.1,131.8,136.5,148.3,139.6,147.7,147.5,171.2,171.6,136.3,133.6,148.3,208.3,301.585222,288.524031,303.122465,452.630111,146.229734,66.514378,67.386539,86.57649
Trinidad and Tobago,2269.4,1666.8,1356.7,1411.2,1303.9,839.9,859.1,772.8,820.313,1076.3,920.5,921.7,872.8,1199.1,1054.4,1105.5,1227.2,1071.4,1407.3,2353.3,2590.3,2664.3,4708.9,6266,8342.2,8822.4,9341.7,9471.3,5623.8,7020.6,8112.990551,8158.370115,6493.927516,5994.952074,4320.588965,2960.890132,3314.483856,3703.309012
Uruguay,165.4,264.9,390,576.4,570.8,486.2,369,280.5,233.186,336,252.2,280.7,277.7,306.2,178.6,273,240.1,265.6,205.3,292.8,240.5,203,271.2,622.1,784.2,547.4,523.5,259.2,254.3,248.5,291.454584,357.532717,423.082838,456.282526,606.055649,536.200467,584.839117,508.959951
"Venezuela, Rep. Bol.",5800,4956.5,5172.6,6819.6,6830.2,5446.1,5881.1,5583.5,7179.972,9938.4,8776.6,8635.7,8707.4,8989.4,10427.9,13718.6,14389.1,10072.5,11830,18612.1,16140.8,15828.4,18074.3,26316.2,35292.1,38386.1,41010.7,52611.2,28785.3,33381.7,43256.52208,38723.83759,31997.37853,30219.17164,15563.67813,10891.81973,12336.90706,13170.37738
Cuba,,1.6,,,,,,,,,,,,,,,,,0.6,0.4,,0.2,0.2,,,0.2,0.3,,,0.3,0.005625,0.094355,,,,,,1.2641
Eastern Germany,52.3,58.8,63.9,167.2,102.3,95.5,96.4,126.7,157.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,,,,,,,,,0.591,,,,,,,,,,,0.1,,,0.1,1.5,,,,,,,,,,,,,,
